Temperature,Rainfall,Humidity,Soil_pH,Soil_Nutrients,Water_Availability,Fertilizer_Usage,Pest_Incidence,Labor_Availability,Market_Access,Crop_Yield,Region,Latitude,Longitude
12.344285597313087,181.7029396484648,73.50797800703592,7.1125108881668675,86.11368931252287,53.446773570856145,24.479324375323536,3.483887365441303,52.59021618298656,47.3862701123869,0,Region IV,20.0,29.0
37.85565929662987,68.97928514761749,91.29645933853607,7.117458294486131,51.64374015663148,47.1924438100542,19.158603451791507,-19.12332565410447,44.64743495654021,41.39425977270664,0,Region V,21.0,28.0
9.746275506434632,-90.44474214976935,53.319334712562764,7.658800435525404,66.11008113365389,46.86767138572896,14.885129754301646,-14.165000468385058,41.04419911169156,39.308048402987765,1,Region III,19.0,30.0
51.37808479626317,205.25083333720625,48.74679789676811,5.405231939612127,68.11436630111942,49.93514073438859,24.261511730109138,-7.153715819771316,55.87882459234242,71.89589152827615,1,Region V,21.0,28.0
54.15089828387106,159.49048936068817,46.13915636536748,5.884200886468335,74.39816890680797,39.24499407889215,16.640782023478206,-14.875434652413347,34.59405469267644,58.777432085410595,1,Region V,21.0,28.0
33.65439222056129,98.56462822304704,54.81087720734239,5.800549911090493,43.010323640132015,67.69013811161969,19.882449599010716,-6.89329228705499,37.52543858428993,68.895131837521,0,Region II,17.8,31.0
51.011581311167845,121.11769225391018,57.80854044729848,6.034971853287853,45.76379780474522,44.48448603437443,5.354341631582539,-19.237338874424516,34.62470979754801,41.497714383878595,0,Region III,19.0,30.0
28.246967770827613,140.73559168893277,88.61327530018478,7.3465869704776745,74.67917294558484,30.895879426287426,20.7032537054217,-10.261878308091802,37.07062167899084,36.06431667696029,0,Region III,19.0,30.0
39.82719432841661,112.42349327979754,56.99380410714999,6.001491073233305,49.5819430511598,70.29620143572626,15.531000349361593,-11.353975298501023,43.265937147691695,49.89719555351017,0,Region III,19.0,30.0
16.927716731733227,23.991300743504866,110.03639725474825,8.865432717969549,79.41620710497148,49.29864807795766,16.256711672836726,-19.946017320285474,51.635359890953595,49.94863441455375,0,Region V,21.0,28.0
43.94028721697574,154.50838616840448,54.723224408750795,5.736365483787597,51.648757122742765,49.91663659601786,15.664682800926347,-9.77700872562062,54.02639241092349,46.57630473576165,0,Region IV,20.0,29.0
16.822897413309956,-70.88883285598288,47.36438707881001,6.557645193493084,30.49593543153615,59.45383045475669,10.684759569685564,-12.530625854080848,36.066372933025185,46.46265097400676,0,Region III,19.0,30.0
14.065031944795932,-17.941786590596465,41.176216754132945,7.021817266008309,60.892376303568646,47.3833904850224,7.032089020195297,-10.37054018448708,50.30913408702666,54.53793598273627,1,Region V,21.0,28.0
27.566682445647075,88.73084117097936,55.31234823273977,6.051324440794049,48.404497476873466,53.0081975510973,20.507809978586675,-5.186218097558077,54.01758497859414,45.720669248942244,0,Region II,17.8,31.0
26.74472644864796,218.815467105137,70.26410094857482,6.350714615568247,68.97255424450846,43.05359646439754,20.82198710497748,0.6588290915021875,45.666024190346555,35.25999303608512,1,Region IV,20.0,29.0
20.569161557839802,60.01555525491595,33.58838622921918,5.624615642185458,45.64391160105764,39.62037033053237,20.088253434615826,0.0646568024674398,51.79194588608708,59.137852144388084,0,Region II,17.8,31.0
44.2841870010502,196.79132618724566,47.3753535742449,5.130196672482705,57.962448600234005,55.54202242702034,28.39946617209108,-1.6547301610568064,53.87507509444001,44.09210638443613,1,Region IV,20.0,29.0
35.21235033434393,216.3072300357849,38.54462830152072,4.863653335466973,60.76790794485004,37.02583904114882,32.48368560612848,6.969149223256465,48.465518692125855,53.06819738200886,1,Region V,21.0,28.0
24.269577710257586,138.82476103447297,8.674162913694175,4.99915240326217,72.75073177202545,52.91726875195094,26.9797754496548,8.468928649282162,46.44856894484579,45.96099959643286,1,Region I,18.9,32.7
7.800116612691735,127.23722963952571,69.40343458274847,7.015358402423642,55.075456292411495,56.37531286543791,7.892993220307375,-0.10338132696877933,46.62971005324652,39.582185506380114,1,Region IV,20.0,29.0
40.52784793051787,168.34046040267663,41.03761778238612,4.634377353731668,42.87699173038453,48.75613986512785,33.15294840088695,2.293567558032084,36.514626865824056,38.20762608069064,1,Region II,17.8,31.0
